YCSB_KEY,field0,field1,field2
user5986,2020-10-13,AAPL,selling single share dip small pop big
user5987,2020-10-13,AAPL,bought someone please post people carrying casquet
user5988,2020-10-13,TSLA,new let smash it
user5989,2020-10-13,AAPL,nd stimulus check coming guess people buying g iphone
user5990,2020-10-13,AAPL,keep t bullish event
user5991,2020-10-13,AAPL,live world expectation met arent good enough excersise bike go day give up
user5992,2020-10-13,AAPL,s coming wanna buy share drop back plz
user5993,2020-10-14,AAPL,pt raised joke pity pt
user5994,2020-10-14,TSLA,bear hope stretched yesterday gonna lot ankle grabbing around today
user5995,2020-10-14,AAPL,people dont money buy iphones
user5996,2020-10-14,AAPL,yall use common sense sell news buy put everyone make money
user5997,2020-10-14,AAPL,novdecjan call stacked perfectly best christmas gift
user5998,2020-10-15,AAPL,pre order news epic
user5999,2020-10-16,AAPL,buyer beware volume impressive premarket considering put option open watch
user6000,2020-10-16,AAPL,sell coming
user6001,2020-10-16,AAPL,hopefully keep dumping couple day election come want buy lot
user6002,2020-10-18,AAPL,china passed export control law technology saturday night kick december st good tech defence sector good
user6003,2020-10-19,TSLA,hahahha year warraty year dosent tell truth wait q bull
user6004,2020-10-19,TSLA,maybe theyll announce another split
user6005,2020-10-20,TSLA,q disaster value billion billion billion real value million
user6006,2020-10-20,NVDA,short afternoon power hour see back towards
user6007,2020-10-20,AAPL,rejection good
user6008,2020-10-20,NFLX,serious question went long lol
user6009,2020-10-21,AAPL,earnings stimulus it coming
user6010,2020-10-21,TSLA,im ready put da way
user6011,2020-10-21,TSLA,wow anyone else watching price action wow
user6012,2020-10-21,TSLA,came laugh aka shorters
user6013,2020-10-21,TSLA,nice call printing long term there lol
user6014,2020-10-21,TSLA,""
user6015,2020-10-22,NFLX,macd crossed day ma broke today fall harder think coming week month
user6016,2020-10-22,TSLA,dude squawk box share best offer ok ok were going stop ya right champ
user6017,2020-10-22,AMZN,ahaha fine fine im
user6018,2020-10-23,AAPL,come drop come drop
user6019,2020-10-28,AMZN,oh godwhat going share year today disappointing
user6020,2020-10-29,NFLX,r ppl buying news weak subscriber growth raising price already weak demand
user6021,2020-10-29,AAPL,feel bearish
user6022,2020-10-29,AAPL,it junk sale buy all
user6023,2020-10-29,AAPL,apple long hold
user6024,2020-10-29,TSLA,today check hour min
user6025,2020-10-29,AAPL,""
user6026,2020-10-30,TSLA,show u elon musk powerful jinni earth n mar
user6027,2020-11-04,AAPL,fox getting giddy bye bye biden
user6028,2020-11-04,TSLA,mailin vote putting work
user6029,2020-11-05,AMZN,cheer everyone patience endure struggle last couple week ready option cash opening bell
user6030,2020-11-06,NFLX,im going leave here price action talk
user6031,2020-11-06,NVDA,dont fight trend back day shakeout leader going
user6032,2020-11-10,AAPL,weak going dark winter good
user6033,2020-11-10,TSLA,think retest last monthly support matter time
user6034,2020-11-10,AAPL,tonight better less people arguing me
user6035,2020-11-10,AAPL,low think go put already printing
user6036,2020-11-11,AAPL,cant wait another sell tomorrow morning
user6037,2020-11-11,NVDA,buy dip sell bigger dip
user6038,2020-11-12,TSLA,""
user6039,2020-11-13,NVDA,guy enough talking monday whats gonna happen today dtes priority discussion rn see pump today
user6040,2020-11-13,AMZN,fuk bought put
user6041,2020-11-17,AMZN,told yall needed little push got it prepare good day feel bad bear bought put yesterday dont bet power amazon
user6042,2020-11-17,TSLA,holder waiting hard swing
user6043,2020-11-17,TSLA,think elon musk shorting
user6044,2020-11-17,AAPL,bow dem apple moon shot time
user6045,2020-11-17,AMZN,pharmacy customer care already experiencing high call volume
user6046,2020-11-18,TSLA,share money money right
user6047,2020-11-18,TSLA,burn short add bill already lost year
user6048,2020-11-19,TSLA,officially bagger
user6049,2020-11-20,TSLA,healthy running tsla
user6050,2020-11-22,AAPL,bought apple pre stock split time sell take profit run
user6051,2020-11-24,TSLA,start accumulating dec call
user6052,2020-11-24,TSLA,moon bull
user6053,2020-11-24,AAPL,bought put yesterday sold right
user6054,2020-11-24,TSLA,pause buy
user6055,2020-11-24,TSLA,thought stock wasnt worth break ath almost day row pushing toward k again get ready another k break sooner last time
user6056,2020-11-25,TSLA,got love people promoting cheaper stock cause cant play big dog tesla
user6057,2020-11-25,TSLA,many bear gonna get slaughtered open it gonna hilarious think well see small pull back massive green dilds bring u back
user6058,2020-11-25,TSLA,buy cant team let get though bull
user6059,2020-11-25,TSLA,universe sending sign twice like bith
user6060,2020-11-25,TSLA,yeahhhhhh pt k
user6061,2020-11-26,TSLA,happens friday
user6062,2020-12-01,TSLA,bull bear price prediction tonmorow feel consolidated enough rsi low im thinking day test level prediction eod tomorrow
user6063,2020-12-02,AMZN,drop one get left behind
user6064,2020-12-02,NVDA,bloodbath awaits sell open run
user6065,2020-12-02,TSLA,scary pumped stock like tesla
user6066,2020-12-02,TSLA,love tesla company feel like high recently crash long term bullish short term bearish selling stock want buy low oppurtunitist
user6067,2020-12-03,TSLA,anyone buy level doesnt understand fundamental get slaughtered learn valuable lesson market cap trillion pe
user6068,2020-12-03,TSLA,michael burry short overvalued pig think go short
user6069,2020-12-03,AMZN,resurgence shopping mall lol
user6070,2020-12-03,AAPL,st aapl feed funny comment today profit taking today thats thats all enjoy funny panic comment
user6071,2020-12-03,AMZN,tried tried tried
user6072,2020-12-03,TSLA,love god cover
user6073,2020-12-04,TSLA,steady hand
user6074,2020-12-07,TSLA,so one question jim still
user6075,2020-12-07,TSLA,sold early today
user6076,2020-12-08,TSLA,hour interactive broker short seller getting margin called
user6077,2020-12-08,TSLA,everyones average proudly
user6078,2020-12-08,TSLA,said
user6079,2020-12-08,TSLA,adding mini dip probably one many come next weeksaveraging unfortunately
user6080,2020-12-08,TSLA,sold morning
user6081,2020-12-09,TSLA,omg stock dropped hour need mommy thats sound like
user6082,2020-12-09,TSLA,gerber kawasaki getting destroyed today
user6083,2020-12-09,TSLA,big boy getting early xmas
user6084,2020-12-11,TSLA,epic week tap bear
user6085,2020-12-14,TSLA,every tesla china sold
user6086,2020-12-15,AMZN,one point run like used do
user6087,2020-12-16,AAPL,share gift previous level heading ath soon
user6088,2020-12-16,AAPL,kind upgrade like jp morgan one listened gave buy rating year ago
user6089,2020-12-17,TSLA,order waiting patient
user6090,2020-12-17,TSLA,put premium climbing stock price
user6091,2020-12-18,TSLA,cant sleep got call omg
user6092,2020-12-18,AAPL,cant sleep biggest part portfolio apple call omg cant open say
user6093,2020-12-18,TSLA,moon go fuckersssss
user6094,2020-12-18,TSLA,saying dropping since k day market open tesla alone congrats bull
user6095,2020-12-18,TSLA,guy mind i
user6096,2020-12-18,TSLA,sold put gotta collect money today probably sell covered call need breather hold least share fun write option one know many holding thousand share tesla
user6097,2020-12-18,TSLA,today hilarious up stay strong n confident
user6098,2020-12-18,AAPL,sp rebalancing effect apple
user6099,2020-12-18,TSLA,buying start pre market ah dont forget
user6100,2020-12-18,TSLA,like bass hitting concert right now
user6101,2020-12-19,AAPL,apple open cali store back quick
user6102,2020-12-21,TSLA,bad bubble stock apple competitor
user6103,2020-12-21,TSLA,real value
user6104,2020-12-21,TSLA,come apple guy beginning
user6105,2020-12-22,AAPL,great wonderful cathie wood ark etf bought aapl share yesterday
user6106,2020-12-22,AAPL,let remember recent history guy know green streak feel great happens everytime strong premarket here dump hard minute open patient hedge call great day
user6107,2020-12-22,TSLA,piggy may drop today sorry fanboys
user6108,2020-12-22,AMZN,wall street crackhead crook dont even want give u santa rally wtf
user6109,2020-12-22,AAPL,see quick swinging call then
user6110,2020-12-22,AAPL,joe pumpscalms market tmp open mouth poop market
user6111,2020-12-22,TSLA,holding short achieve goal love something set free doesnt come back hunt kill it
user6112,2020-12-22,TSLA,finally got electric car market
user6113,2020-12-24,AMZN,without stimulus biggest online store gonna take major hit
user6114,2020-12-29,AMZN,call buyer tell u something hear
user6115,2020-12-30,TSLA,looking break ath look huge break
user6116,2020-12-31,TSLA,much gone since famous short seller said he shorting
user6117,2020-12-31,TSLA,please let run tomorrow start year right
user6118,2020-12-31,TSLA,whats twice good
user6119,2020-12-31,TSLA,daily look like big check mark amazing finish year like this
user6120,2020-12-31,TSLA,q delivery see new year
user6121,2020-12-31,TSLA,bear trying hard
user6122,2020-01-03,AAPL,im now dont think itll dip big itll nice
user6123,2020-01-08,TSLA,think ready ride tesla yes ready got seatbelt
user6124,2020-01-09,TSLA,market giving away money rn bear refuse it prefer path greatest resistance
user6125,2020-01-10,AMZN,want buy call next week iran issued
user6126,2020-01-10,AAPL,gene munster top professional analyst venture capitalist must something right
user6127,2020-01-13,TSLA,buy waaaaaa
user6128,2020-01-14,TSLA,realistically think er go either way im thinking straddle mostly bearish though revenue abit low however straddle print
user6129,2020-01-14,AAPL,bought dip today
user6130,2020-01-15,AAPL,someone either selling pop unloading huge position last couple day whale short hammering price action
user6131,2020-01-15,AAPL,liu clearly stated lot ifs speech china buy billion ag china buy
user6132,2020-01-16,TSLA,may gambling problem youre buying here wish
user6133,2020-01-16,TSLA,called top everybody thought crazy mofos
user6134,2020-01-17,TSLA,anyone belief itll hit today
user6135,2020-01-17,TSLA,get ready make appointment get line appointment fix issue tesla owner
user6136,2020-01-22,TSLA,tweet ross gerber cool one
user6137,2020-01-22,NFLX,good morning everyone happy trading
user6138,2020-01-22,TSLA,yup shes flying straight up warning production hell pedo guy distraction blunts obvious short
user6139,2020-01-22,TSLA,thank short every single penny
user6140,2020-01-23,TSLA,er battery date marapr send
user6141,2020-01-24,TSLA,look like good day
user6142,2020-01-27,AAPL,wonder march put trading tomorrow
user6143,2020-01-28,AAPL,im happy stuck call huge beat
user6144,2020-01-28,AAPL,dont trade apple apple u win long term
user6145,2020-01-29,AAPL,question dip rip gap fade
user6146,2020-01-29,AAPL,awaiting patiently new hod
user6147,2020-01-29,TSLA,even exciteddont know why bring er result
user6148,2020-01-29,TSLA,imagine elon say something magical
user6149,2020-01-30,TSLA,bear honestly stock price make look fat
user6150,2020-01-30,TSLA,chupan mi huevos osos intiles ahaha
user6151,2020-01-30,TSLA,blowing boy let get bag
user6152,2020-01-30,AAPL,everything aapl green
user6153,2020-01-30,AMZN,sold share maybe early wanted lock profit
user6154,2020-01-30,AMZN,member celebrating c alert
user6155,2020-01-31,TSLA,hi bear many u got margin call lie shy
user6156,2020-01-31,AAPL,good morning bull ya feeling morning knowing yall got trapped
user6157,2020-01-31,AMZN,many analyst raised target price least
user6158,2020-01-31,TSLA,must song elon
user6159,2020-01-31,AAPL,absolutely beautiful sell day bull tear sweet
user6160,2020-02-01,AAPL,guy btfd monday load put
user6161,2020-02-01,AMZN,currently green call im holding cause got much time left week interesting
user6162,2020-02-04,TSLA,premarket lmfaooooo couldnt hold yea buy put ill buy put reach
user6163,2020-02-05,TSLA,behaving like slowrising penny stock exception option printing like u mint
user6164,2020-02-05,TSLA,low volume already recovering also red day monday frankfurt hahaha
user6165,2020-02-05,TSLA,short get reaming today
user6166,2020-02-05,TSLA,elon arc investment looking short futile effort
user6167,2020-02-05,TSLA,short much luck
user6168,2020-02-05,TSLA,handle fire get kitchen buying opportunity coming
user6169,2020-02-05,TSLA,imagine bull looking still selling tomorrow open another
user6170,2020-02-05,TSLA,way
user6171,2020-02-05,TSLA,another gap tomorrow let drop
user6172,2020-02-05,TSLA,order kicked shorted another small odd lot tsla stock nice cash see long that last
user6173,2020-02-06,TSLA,destroy china economy car sale production tsla
user6174,2020-02-06,TSLA,love see another day
user6175,2020-02-06,TSLA,even factory reopens buying lyxury ev k middle health crisis
user6176,2020-02-06,TSLA,pump dump electro version huge sell coming
user6177,2020-02-06,TSLA,get money it late
user6178,2020-02-07,TSLA,im thinking high s low s back moon
user6179,2020-02-07,TSLA,wake monday another huge drop hear shanghai factory closed another month risk doubling infection single factory lol thats people paying q
user6180,2020-02-08,AAPL,getting closer closer gap continue gap top gap down
user6181,2020-02-10,AAPL,ganna steal bear money
user6182,2020-02-10,AAPL,bear think every company crash burn
user6183,2020-02-11,TSLA,nothing like smell musk morning
user6184,2020-02-11,AMZN,hope yall bought dip
user6185,2020-02-12,TSLA,breaking gate friday let go short term bear
user6186,2020-02-13,TSLA,purchased tsla put feb th today around
user6187,2020-02-13,TSLA,new recall crapshoot x steering wheel malfunctioning death trap
user6188,2020-02-13,TSLA,never walk alone tsla stocktweetsno wait thats liverpool isnt it live tsla submarine
user6189,2020-02-13,TSLA,else expect company heavy debt barely profit
user6190,2020-02-13,TSLA,please stay close
user6191,2020-02-13,TSLA,please push back
user6192,2020-02-13,TSLA,get ready for short squeeeeze
user6193,2020-02-17,AAPL,fullblown bull anyone think affect appl crazy
user6194,2020-02-18,TSLA,think stop momentum credit aissie downgrade usually come nowhere tomorrow
user6195,2020-02-19,TSLA,buy hold simple logic
user6196,2020-02-20,AAPL,tomorrow another easy bull left ihope lol
user6197,2020-02-21,TSLA,knocking inflated price pictured tool called tesla romanian language
user6198,2020-02-22,TSLA,again monday fomo way
user6199,2020-02-22,TSLA,remember child tesla already car solar panel battery storage self driving ai steer towards tech company say hail mary buy dip forgiven son
user6200,2020-02-24,TSLA,day day pain back little kick come week
user6201,2020-02-25,TSLA,reaction bull thought going see gain today
user6202,2020-02-25,TSLA,last fri stated gap leaving last candle island reversal gapand go
user6203,2020-02-25,TSLA,bull cheering went p dropped happens p drop
user6204,2020-02-25,TSLA,many time trying hit ceiling failed suddenly gave
user6205,2020-02-25,TSLA,dip want wait till miss tank
user6206,2020-02-25,AAPL,tide turned bull morphed bear hence begetting more bear btfd season ovum
user6207,2020-02-26,TSLA,covered looking reentry perhaps
user6208,2020-02-26,TSLA,put friday advance friday sell mania
user6209,2020-02-26,TSLA,going load boat s come daddy
user6210,2020-02-27,TSLA,sold car expected increase million dollar yet market cap went billion lmfao ok sell overhyped trash
user6211,2020-02-27,TSLA,bully youuuuuu lol dont see around
user6212,2020-02-27,TSLA,jpm raised pt think gonna hit ground going moon
user6213,2020-02-27,TSLA,dpz favorite right
user6214,2020-02-27,NFLX,steaming service worthy paying
user6215,2020-02-27,TSLA,lotto mar put bought yesterday bigly
user6216,2020-02-27,TSLA,feisty chill baby chill got put catch
user6217,2020-02-27,TSLA,bull think investor keep buying falling stock sad really
user6218,2020-02-27,TSLA,aboard
user6219,2020-02-28,TSLA,volvo got electric truck coming year
user6220,2020-02-28,TSLA,fridayy eom bull run open trade closing month put ready high call ready
user6221,2020-02-28,NVDA,fking clown buying lol
user6222,2020-02-28,TSLA,short profit taking friday next leg see bull roach came celebrate run
user6223,2020-03-02,AAPL,this it
user6224,2020-03-02,AAPL,woooooohooo sexy swing easy makey money market
user6225,2020-03-02,AAPL,bought call expiring march making money sell robinhood great day far
user6226,2020-03-02,TSLA,swear dont break robinhood account distroyed call destroyed
user6227,2020-03-02,TSLA,""
user6228,2020-03-02,AAPL,aapl call whose rich today u
user6229,2020-03-03,TSLA,death drinkin corona getting it
user6230,2020-03-03,AAPL,""
user6231,2020-03-03,TSLA,need stop trading ticker take excitement
user6232,2020-03-03,TSLA,going good day
user6233,2020-03-03,TSLA,ok all scrounge ticker elsewhere today remember get like this little dip rip lol
user6234,2020-03-03,TSLA,market dropping smidge still got go
user6235,2020-03-03,TSLA,short attack weak hand
user6236,2020-03-03,TSLA,tesla red world ending
user6237,2020-03-04,TSLA,auto maker promise lot good thing fail miserably
user6238,2020-03-05,TSLA,bull worrying bear constantly making go defensive heavily post nice them
user6239,2020-03-05,TSLA,eod
user6240,2020-03-05,TSLA,bull ok celebrating little early incoming
user6241,2020-03-06,TSLA,excuse last post im still waking break go break look
user6242,2020-03-06,TSLA,""
user6243,2020-03-06,TSLA,corona virus joke guy
user6244,2020-03-08,AAPL,last minute rally friday a guessed it dead cat bounce
user6245,2020-03-09,AAPL,bear market hello pain ahead
user6246,2020-03-10,AAPL,buy put others fearful put option april rd
user6247,2020-03-11,AAPL,fun time panic
user6248,2020-03-11,TSLA,bear smokeeeed
user6249,2020-03-11,TSLA,hey alexa play closing time semisonic
user6250,2020-03-12,TSLA,almost time trump speak bull well done
user6251,2020-03-12,TSLA,selling stock thing got corona dying fast sad leave rock star year
user6252,2020-03-13,AAPL,bought ipad need kid school work smh discount
user6253,2020-03-13,TSLA,friday th tomorrow bull yall still breathing today
user6254,2020-03-13,TSLA,bought long term put sp did
user6255,2020-03-17,TSLA,psa still long recommend selling buying dust settleslikely weekend imo atleast day stimulus package finally real might stabilize then
user6256,2020-03-17,TSLA,see sub elon give part billion took shareholder
user6257,2020-03-18,AMZN,incoming lol bear keep dow future amazonits performance far better dow jones company combined
user6258,2020-03-18,TSLA,stock taking elon crypto party miss something
user6259,2020-03-19,AAPL,going short aapl get new ipad pro dual camera
user6260,2020-03-19,AMZN,one real company stock going up safe haven
user6261,2020-03-19,TSLA,""
user6262,2020-03-19,TSLA,feel bad bull blood bath soon
user6263,2020-03-20,NFLX,right now track open close
user6264,2020-03-20,TSLA,now see today
user6265,2020-03-20,TSLA,bear got faked lol reminds day tsla kept rallying good news
user6266,2020-03-20,AAPL,prema bull trap pm
user6267,2020-03-20,TSLA,waitbears said definitely going since tesla closed factory
user6268,2020-03-20,TSLA,next week blood
user6269,2020-03-23,TSLA,hopeful pop week yes said hope lotto play see happens
user6270,2020-03-24,TSLA,since entry decided keep share long time
user6271,2020-03-24,AAPL,easy money
user6272,2020-03-24,TSLA,beautiful day trade thanks guy
user6273,2020-03-25,TSLA,next friday return actual price
user6274,2020-03-25,TSLA,come pop
user6275,2020-03-26,TSLA,let cub buy put big bear exit strategy set moment notice news wing eagle
user6276,2020-03-27,TSLA,somehow dont believe bullmarket
user6277,2020-03-27,TSLA,ran price call looking
user6278,2020-03-27,TSLA,boris johnson today
user6279,2020-03-27,AMZN,retest low today get back bull market soon
user6280,2020-03-27,AAPL,end may let goooo option callsssss
user6281,2020-03-27,TSLA,walk around seeing tesla driving past me feel good ride bicycle unemployment office
user6282,2020-03-27,TSLA,bull time make money next bear second wave
user6283,2020-03-28,AAPL,let company bring production back home u still make money make u economy stronger give people job let make america
user6284,2020-03-31,TSLA,future green still bearish
user6285,2020-04-01,AAPL,feeling put market selling
user6286,2020-04-01,NVDA,load put
user6287,2020-04-02,TSLA,try buy put
user6288,2020-04-02,TSLA,ten minuet
user6289,2020-04-02,TSLA,get news still trading
user6290,2020-04-02,NFLX,still holding put piggy
user6291,2020-04-02,TSLA,fanboys expecting thousand dollar move red market short pop car run gas electricity dollar bill
user6292,2020-04-02,TSLA,happy there room shorting yay love it thanks bull putting money cant wait next drop
user6293,2020-04-02,TSLA,laugh open tomorrow april fool
user6294,2020-04-02,TSLA,think saw small blowoff top
user6295,2020-04-03,TSLA,happy sudden surge gave profit let get position let see next reload
user6296,2020-04-03,TSLA,priceless type theyre firing everyone freemont cash burn nothing see
user6297,2020-04-03,TSLA,word jayz heavy short hooova moooooova s tap
user6298,2020-04-03,TSLA,well easy short rip fanboys
user6299,2020-04-03,TSLA,tomorrow
user6300,2020-04-07,TSLA,fucked
user6301,2020-04-13,TSLA,wow seller lol thats crazy
user6302,2020-04-13,TSLA,time head
user6303,2020-04-14,TSLA,jim chanos scratching right now
user6304,2020-04-15,TSLA,ran hour beat delivery report exceeded deliveriestheyre probably gonna beat earnings next week
user6305,2020-04-15,TSLA,rise again foolish bear buying put never learn
user6306,2020-04-16,TSLA,bull confident doubling position size
user6307,2020-04-16,TSLA,tempted take profit hard elons baby
user6308,2020-04-17,NFLX,adding call earning thing going up people still need stay home monthsssss
user6309,2020-04-17,AAPL,squeeze yes big u bear
user6310,2020-04-18,AAPL,might couple good day left think ill wait next big drop wait day moving average slide easy money time after might wait near end april may
user6311,2020-04-20,AAPL,by next headed back
user6312,2020-04-20,TSLA,cmom baby miss
user6313,2020-04-21,TSLA,short week good luck everyone
user6314,2020-04-21,TSLA,yet
user6315,2020-04-21,TSLA,time see one goofy looking tsla shitboxes road laugh douchebag driving wearing mask
user6316,2020-04-23,TSLA,day new economy
user6317,2020-04-23,NFLX,drop like pls
user6318,2020-04-24,TSLA,get return call next week order one pizza venmo one person like post chance foreal
user6319,2020-04-29,NFLX,lmao thats juice
user6320,2020-04-29,TSLA,literally phenomenal love it
user6321,2020-04-29,TSLA,child were dinner
user6322,2020-04-29,TSLA,dont short till hit
user6323,2020-04-30,TSLA,end week
user6324,2020-04-30,TSLA,tesla cooking book stay tuned find out next episode dragon ball z
user6325,2020-04-30,AMZN,online tissue want them
user6326,2020-05-01,TSLA,elon fcking investor
user6327,2020-05-01,TSLA,doubled put money today starting weekend early watching sideline im guessing itll trade around til power hour
user6328,2020-05-01,TSLA,musk swing trading suddenly news come account hacked go win way lol manipulation best
user6329,2020-05-01,TSLA,hack think real matter go factory open might even hold
user6330,2020-05-01,TSLA,new tesla bull realize veteran short stock
user6331,2020-05-01,TSLA,elon played put today sorry call
user6332,2020-05-02,TSLA,greatest matador all true bullkiller great elon praise him
user6333,2020-05-02,TSLA,elon tweeted tsla buck story let short become rich
user6334,2020-05-02,TSLA,elon bear side bull shock
user6335,2020-05-07,AAPL,call bought april th reached high currently trading
user6336,2020-05-08,TSLA,huge drop break it boiling
user6337,2020-05-12,TSLA,collect easy premium daily sell otm win ratio otm due worthless light work
user6338,2020-05-12,TSLA,totally loaded tsla put longer holding short position today bought put expiring week fun looking good far
user6339,2020-05-13,TSLA,new covid know anyone it lol
user6340,2020-05-13,TSLA,put option expensive
user6341,2020-05-13,TSLA,final dying horse clearly lost race limping finish line
user6342,2020-05-14,TSLA,model factory organization efficiency thats tesla
user6343,2020-05-14,AAPL,going fun
user6344,2020-05-15,TSLA,short position put p deserves applause
user6345,2020-05-22,TSLA,""
user6346,2020-05-22,NVDA,today one big doji reversal candle
user6347,2020-05-27,AMZN,short working charm
user6348,2020-05-28,NVDA,lmao buying stock cloud
user6349,2020-05-29,TSLA,it final bull trap load longs say bye bye moolah
user6350,2020-05-29,TSLA,still hate stunt pulled elon stimulus check never coming back asshole
user6351,2020-06-01,TSLA,let jump tomorrow open green market
user6352,2020-06-01,TSLA,calm bear wait till morning
user6353,2020-06-03,TSLA,lol next catalyst anticipated battery day bold prediction battery day disappoint investor sp drop
user6354,2020-06-05,TSLA,launch pad set next week
user6355,2020-06-11,NFLX,yup head cafe weekend
user6356,2020-06-11,TSLA,imagine ceo tweeting lol stonks stock crash burn
user6357,2020-06-13,TSLA,going wayyyyyyy here
user6358,2020-06-16,AMZN,let go ahead hit tomorrow
user6359,2020-06-17,AMZN,""
user6360,2020-06-17,NFLX,coming rightly so
user6361,2020-06-17,TSLA,took gain betting go q number making money way
user6362,2020-06-19,AAPL,else got call cheap lol
user6363,2020-06-23,AMZN,fungus among u
user6364,2020-06-24,AAPL,feel bad bear try teach sense lash call fool lmao future green see cant wait see call surge another tomorrow
user6365,2020-06-25,AAPL,dont know doing
user6366,2020-06-26,AMZN,month bull complaining atleast consolidate around mean best rate return
user6367,2020-06-29,TSLA,""
user6368,2020-06-30,TSLA,try alert day
user6369,2020-06-30,TSLA,bear getting destroyed usual saying wtf
user6370,2020-07-01,AMZN,lmaowhat say
user6371,2020-07-02,AAPL,going week making profit put
user6372,2020-07-06,TSLA,elon said fukkn
user6373,2020-07-07,NFLX,well didnt last longhave fear retest soon
user6374,2020-07-08,TSLA,sold put earlier suck
user6375,2020-07-08,AMZN,going higher going higher
user6376,2020-07-09,AAPL,whose still shorting number tech company world bc closed couple store
user6377,2020-07-09,TSLA,curious see happens everyones stop loss trigger domino affect
user6378,2020-07-09,AMZN,people listen probably rich already buying call horse
user6379,2020-07-10,TSLA,got thinking aaah go like year great
user6380,2020-07-10,TSLA,scanner goin off get ready go
user6381,2020-07-10,TSLA,""
user6382,2020-07-13,AAPL,selling share owned since ill buy week topped f
user6383,2020-07-13,TSLA,boy back town
user6384,2020-07-13,TSLA,hahahaha cant see different peny stock bull got fck hardddd today
user6385,2020-07-13,TSLA,bull welcome bag holder usa
user6386,2020-07-14,TSLA,second yasssssssssssss todayyasssssssss
user6387,2020-07-14,AMZN,else holding onto put lone wolf
user6388,2020-07-16,TSLA,sxy time baby good bye short last chance
user6389,2020-07-16,TSLA,happened last friday
user6390,2020-07-16,NFLX,thanks dip s weak hand s
user6391,2020-07-16,NFLX,many bear gonna wake red gap thats gonna happen
user6392,2020-07-17,TSLA,get captn smith hat ready dead ahead thing loses today going easy
user6393,2020-07-17,TSLA,remember entered squeeze down good luck next hour side
user6394,2020-07-17,TSLA,know love see option red today
user6395,2020-07-21,TSLA,got shaken sadly think wise try jump back earnings closely
user6396,2020-07-21,TSLA,imagine gap ish tomorrow bell run er wow make break k go
user6397,2020-07-22,TSLA,made load tesla call gut telling short pig though god afflicted please help me
user6398,2020-07-22,TSLA,call today tesla earning the magician short position fun
user6399,2020-07-22,TSLA,made k month
user6400,2020-07-22,TSLA,ur bear u lost mate
user6401,2020-07-22,TSLA,anyone see breaking premarket running friday silly foookn bear
user6402,2020-07-23,TSLA,need beauty sleep another stockgasm tomorrow
user6403,2020-07-23,AAPL,like egg cooked sunny side up side tbone steak apple star company
user6404,2020-07-23,TSLA,bear making story er forgetting m profit still held next qtr next qtr green profit looking c profit ready incoming next er next qtr greener
user6405,2020-07-23,TSLA,sell car car car profit govt regulatory credit lot n lot profit report kind fkn growth company
user6406,2020-07-23,AAPL,apple push back iphone event late october report
user6407,2020-07-23,TSLA,oh god go down made share profit regulatory credit share end bad bull recently bought sad say
user6408,2020-07-23,TSLA,china factory look right ask trump opinion
user6409,2020-07-24,TSLA,guess finally came especially one excepted
user6410,2020-07-24,TSLA,bull running juice
user6411,2020-07-28,AMZN,best bull gonna see atleast soon amazon
user6412,2020-07-29,TSLA,imagine bull call
user6413,2020-07-30,TSLA,today yall think ending friday
user6414,2020-07-30,AMZN,gooo amazon congratulation bull group
user6415,2020-07-30,AMZN,holy shiiiiiiit feast tonight boy let get dinner nom nom nom nom nom
user6416,2020-07-30,AMZN,got call bear think hold cry sleep tonight
user6417,2020-07-30,AMZN,u smell bull jeff bezos cooking
user6418,2020-07-31,TSLA,look like bull winning check premarket tick tick run up money burn bull trap
user6419,2020-07-31,AAPL,aug cfor win
user6420,2020-07-31,AMZN,giant setting another breakout need bit time consolidation great
user6421,2020-08-03,AAPL,bear getting desperate
user6422,2020-08-04,AAPL,run please
user6423,2020-08-05,AMZN,bezos selling part planned sale b plan even blip radar investor outperform nasdaq tomorrow
user6424,2020-08-06,TSLA,differents yesterday zero news today news see come play out
user6425,2020-08-06,AAPL,news aapl beat elon musk richard branson space
user6426,2020-08-06,AAPL,see advice august call right right yolo hell play right
user6427,2020-08-06,AAPL,need trillion market cap
user6428,2020-08-10,AAPL,t giant dabble little bit appleairlines appleev
user6429,2020-08-11,TSLA,""
user6430,2020-08-11,AAPL,appreciate yall letting get back call nice price move forward now thanks million
user6431,2020-08-11,AAPL,call holder get slaughtered tomorrow
user6432,2020-08-12,TSLA,head shoulder formed
user6433,2020-08-13,AAPL,every day bullish making money
user6434,2020-08-13,AAPL,power hour didnt even happen
user6435,2020-08-13,TSLA,gonna base moon elon saying tesla go moon
user6436,2020-08-14,TSLA,dont power buy stock lol question for example buy one tesla stock count stock thanks answer
user6437,2020-08-14,TSLA,market turning green run
user6438,2020-08-14,TSLA,bull like fffff outta
user6439,2020-08-14,AAPL,caught double bottom bought call nice trade
user6440,2020-08-14,TSLA,bear think bull
user6441,2020-08-15,TSLA,good night tesla bull moon monday
user6442,2020-08-15,TSLA,possible run share tesla ounce gold split gl u
user6443,2020-08-18,TSLA,week eat sock
user6444,2020-08-18,TSLA,run today wouldnt surprised see quick sell offprofit taking bounce run play safe friend
user6445,2020-08-18,AMZN,job
user6446,2020-08-18,TSLA,much worth open
user6447,2020-08-18,TSLA,hit k bear keep losing profile hella green last day bear
user6448,2020-08-18,TSLA,sell call yesterday
user6449,2020-08-18,TSLA,bear little feast
